"CapturedAt","Uri","Error"
"2026-06-05 04:36:01 -05:00","https://graph.microsoft.com/beta/policies/authenticationMethodsPolicy/authenticationMethodConfigurations","Response status code does not indicate success: BadRequest (Bad Request)."
