"Id","AppId","DisplayName","CreatedDateTime","SignInAudience","PublisherDomain"
"036a1ef8-785f-4f92-8de8-1d327b1c83e5","ca823448-c1b8-45b8-854d-e356f10c90be","Graph-Automation","2/13/2026 5:11:54 AM","AzureADMyOrg","jeremyfontenot.online"
"6c9c011e-74ab-4bce-9636-9432fbc89328","63340487-1a4d-4f1d-a815-e8c321d28047","P2P Server","2/3/2026 9:46:53 PM","AzureADMyOrg","jeremyfontenot.online"
"78845df3-fe4d-4d8e-9a1b-8066e3fc487a","c02fe86e-090f-4682-aabd-832b69f3b984","M365-Lab-GraphPS","2/17/2026 11:18:55 PM","AzureADMyOrg","jeremyfontenot.online"
"99173909-1d05-4629-8f33-735dfa6ddf2a","1ec27675-470a-4e7d-9808-9722242b8f05","PnP.PowerShell (Jeremy)","2/17/2026 6:58:10 PM","AzureADMyOrg","jeremyfontenot.online"
"b33b389d-54fc-4920-96d7-f036d43c0291","9b4f8be3-2be4-4efa-ab57-6f3926f16e5b","PnP-Classical-Automation","3/23/2026 1:01:41 PM","AzureADMyOrg","jeremyfontenot.online"
"b9bb4e96-1635-497b-89a8-e58205527e96","fd8a5e95-fbeb-404a-b378-9c67231111a8","M365-Automation-App","2/23/2026 9:38:56 AM","AzureADMyOrg","jeremyfontenot.online"
"bdae853c-c2f8-4b7b-9ac7-61a2ea509bfa","5e42da9e-6405-4e7e-b342-5bf88cce47d5","GraphPS","2/12/2026 8:45:45 AM","AzureADMyOrg","jeremyfontenot.online"
"e49da72c-906b-4f7e-bb11-787bf3f38a6d","b942aeaa-edcd-498b-b1de-f6eea31a962e","GraphPS","2/12/2026 8:44:08 AM","AzureADMyOrg","jeremyfontenot.online"
