"Id","DisplayName","Description","GroupTypes","MailEnabled","SecurityEnabled","Mail","CreatedDateTime","Visibility"
"ca11c143-c4e7-494d-b794-6d6032a95e0c","SG-Block-Legacy-Auth","Block legacy authentication","System.String[]","False","True",,"2/13/2026 5:42:38 AM",
