"Id","DisplayName","DeviceId","OperatingSystem","OperatingSystemVersion","TrustType","IsCompliant","IsManaged","AccountEnabled","ApproximateLastSignInDateTime","RegistrationDateTime"
"6a1f3a84-1b52-4057-bd6e-6a3903ccd746","LENOVO-JF-DT01","1eab1d5f-687b-476d-814c-14e3b3ea7a67","Windows","10.0.26200.8037","Workplace","False","True","True","5/18/2026 1:43:39 AM","3/17/2026 4:47:45 PM"
"ea0c56f4-8ac0-4248-a358-d711070688dc","DESKTOP-MR3F9A1","bb81237e-3293-4a90-b17c-cf5127a04193","Windows","10.0.26200.8037","AzureAd","False","True","True","5/23/2026 10:51:28 AM","2/13/2026 3:15:33 PM"
